circuit,vector_seed,vectors,budget,method,method_value,static_value,oracle_value,row_ideal_ratio_raw,loss
max,7089,128,0.1,scoap_co_only,32756.0,16777.0,32824.0,0.9979283451133317,False
max,7089,128,0.2,scoap_co_only,60370.0,17870.0,60709.0,0.994415984450411,False
max,7089,128,0.05,scoap_min_fault_cost,16416.0,8908.0,16556.0,0.9915438511717807,False
max,7089,128,0.1,scoap_min_fault_cost,32436.0,16777.0,32824.0,0.9881793809407751,False
max,7089,128,0.2,scoap_min_fault_cost,60497.0,17870.0,60709.0,0.9965079312787231,False
max,7089,128,0.05,scoap_avg_fault_cost,16403.0,8908.0,16556.0,0.9907586373520174,False
max,7089,128,0.1,scoap_avg_fault_cost,32716.0,16777.0,32824.0,0.9967097245917621,False
max,7089,128,0.2,scoap_avg_fault_cost,60292.0,17870.0,60709.0,0.9931311667133373,False
max,7089,128,0.05,scoap_worst_fault_cost,16403.0,8908.0,16556.0,0.9907586373520174,False
max,7089,128,0.1,scoap_worst_fault_cost,32716.0,16777.0,32824.0,0.9967097245917621,False
max,7089,128,0.2,scoap_worst_fault_cost,60223.0,17870.0,60709.0,0.9919945971766954,False
max,7089,128,0.05,segr_structure_derived_selector,8908.0,8908.0,16556.0,0.5380526697269872,False
max,7089,128,0.1,segr_structure_derived_selector,17051.0,16777.0,32824.0,0.5194674628320741,False
max,7089,128,0.2,segr_structure_derived_selector,27510.0,17870.0,60709.0,0.45314533265248974,False
mem_ctrl,7089,128,0.05,standard_scoap_testability,262727.0,261189.0,286023.0,0.9185520045590739,False
mem_ctrl,7089,128,0.1,standard_scoap_testability,409484.0,387079.0,434533.0,0.942354205549406,False
mem_ctrl,7089,128,0.2,standard_scoap_testability,488489.0,451356.0,504088.0,0.9690550062687467,False
mem_ctrl,7089,128,0.05,scoap_co_only,270832.0,261189.0,286023.0,0.946888886558074,False
mem_ctrl,7089,128,0.1,scoap_co_only,411934.0,387079.0,434533.0,0.9479924424612169,False
mem_ctrl,7089,128,0.2,scoap_co_only,488692.0,451356.0,504088.0,0.9694577137325229,False
mem_ctrl,7089,128,0.05,scoap_min_fault_cost,262727.0,261189.0,286023.0,0.9185520045590739,False
mem_ctrl,7089,128,0.1,scoap_min_fault_cost,409484.0,387079.0,434533.0,0.942354205549406,False
mem_ctrl,7089,128,0.2,scoap_min_fault_cost,488489.0,451356.0,504088.0,0.9690550062687467,False
mem_ctrl,7089,128,0.05,scoap_avg_fault_cost,244914.0,261189.0,286023.0,0.8562737961632456,True
mem_ctrl,7089,128,0.1,scoap_avg_fault_cost,397140.0,387079.0,434533.0,0.913946696798632,False
mem_ctrl,7089,128,0.2,scoap_avg_fault_cost,480854.0,451356.0,504088.0,0.9539088413134215,False
mem_ctrl,7089,128,0.05,scoap_worst_fault_cost,240500.0,261189.0,286023.0,0.8408414707908105,True
mem_ctrl,7089,128,0.1,scoap_worst_fault_cost,367248.0,387079.0,434533.0,0.84515560383216,True
mem_ctrl,7089,128,0.2,scoap_worst_fault_cost,465147.0,451356.0,504088.0,0.9227495992763168,False
mem_ctrl,7089,128,0.05,segr_structure_derived_selector,261189.0,261189.0,286023.0,0.9131748146128108,False
mem_ctrl,7089,128,0.1,segr_structure_derived_selector,389954.0,387079.0,434533.0,0.897409402738112,False
mem_ctrl,7089,128,0.2,segr_structure_derived_selector,466847.0,451356.0,504088.0,0.926122026312866,False
multiplier,7089,128,0.05,standard_scoap_testability,105505.0,59077.0,171087.0,0.6166745573889307,False
multiplier,7089,128,0.1,standard_scoap_testability,184842.0,95714.0,325228.0,0.5683458988770954,False
multiplier,7089,128,0.2,standard_scoap_testability,318688.0,160423.0,550743.0,0.5786510223461759,False
multiplier,7089,128,0.05,scoap_co_only,110138.0,59077.0,171087.0,0.6437543472034696,False
multiplier,7089,128,0.1,scoap_co_only,196079.0,95714.0,325228.0,0.6028970445349109,False
multiplier,7089,128,0.2,scoap_co_only,326991.0,160423.0,550743.0,0.5937270196806859,False
multiplier,7089,128,0.05,scoap_min_fault_cost,105505.0,59077.0,171087.0,0.6166745573889307,False
